Model Year,Make,Model,Fuel Type,CO2 Emissions(g/km)
2022,Mercedes-Benz,AMG E 53 4MATIC+ Sedan,Z,232
2022,Mercedes-Benz,AMG E 53 4MATIC+ Cabriolet,Z,247
2022,Mercedes-Benz,AMG E 53 4MATIC+ Coupe,Z,239
2022,Mercedes-Benz,AMG GLA 35 4MATIC SUV,Z,230
2022,Mercedes-Benz,AMG GLA 45 4MATIC SUV,Z,260
2022,Mercedes-Benz,AMG GLB 35 4MATIC SUV,Z,262
2022,Mercedes-Benz,AMG GLC 43 4MATIC SUV,Z,264
2022,Mercedes-Benz,AMG GLC 43 4MATIC Coupe,Z,287
2022,Mercedes-Benz,AMG GLE 53 4MATIC+ SUV,Z,283
2022,Mercedes-Benz,AMG GLE 53 4MATIC+ Coupe,Z,292
2022,Mercedes-Benz,AMG GT 53 4MATIC+ Coupe,Z,258
2022,Mercedes-Benz,C 300 4MATIC Cabriolet,Z,224
2022,Mercedes-Benz,C 300 4MATIC Coupe,Z,217
2022,Mercedes-Benz,CLA 250 4MATIC Coupe,Z,200
2022,Mercedes-Benz,CLS 450 4MATIC Coupe,Z,229
2022,Mercedes-Benz,E 350 4MATIC Sedan,Z,229
2022,Mercedes-Benz,E 450 4MATIC Sedan,Z,218
2022,Mercedes-Benz,E 450 4MATIC Cabriolet,Z,233
2022,Mercedes-Benz,E 450 4MATIC Coupe,Z,225
2022,Mercedes-Benz,E 450 4MATIC All-Terrain Wagon,Z,229
2022,Mercedes-Benz,GLA 250 4MATIC SUV,Z,210
2022,Mercedes-Benz,GLB 250 4MATIC SUV,Z,224
2022,Mercedes-Benz,GLC 300 4MATIC SUV,Z,242
2022,Mercedes-Benz,GLC 300 4MATIC Coupe,Z,237
2022,Mercedes-Benz,GLE 350 4MATIC SUV,Z,250
2022,Mercedes-Benz,GLE 450 4MATIC SUV,Z,244
2022,Mercedes-Benz,GLE 450 4MATIC Coupe,Z,247
2022,Mercedes-Benz,GLS 450 4MATIC SUV,Z,269
2022,Mercedes-Benz,Maybach S 580 4MATIC Sedan,Z,301
2022,Mercedes-Benz,Metris Cargo Van,Z,267
2022,Mercedes-Benz,Metris Cargo Van LWB,Z,267
2022,Mercedes-Benz,Metris Passenger Van,Z,282
2022,Mercedes-Benz,S 500 4MATIC SWB Sedan,Z,231
2022,Mercedes-Benz,S 580 4MATIC LWB Sedan,Z,285
2022,MINI,Cooper 3 Door,Z,170
2022,MINI,Cooper 3 Door,Z,177
2022,MINI,Cooper 5 Door,Z,170
2022,MINI,Cooper 5 Door,Z,177
2022,MINI,Cooper Convertible,Z,170
2022,MINI,Cooper Convertible,Z,177
2022,MINI,Cooper Countryman ALL4,Z,211
2022,MINI,Cooper S 3 Door,Z,174
2022,MINI,Cooper S 3 Door,Z,211
2022,MINI,Cooper S 5 Door,Z,174
2022,MINI,Cooper S 5 Door,Z,211
2022,MINI,Cooper S Clubman ALL4,Z,207
2022,MINI,Cooper S Convertible,Z,182
2022,MINI,Cooper S Convertible,Z,205
2022,MINI,Cooper S Countryman ALL4,Z,212
2022,MINI,John Cooper Works 3 Door,Z,191
2022,MINI,John Cooper Works 3 Door,Z,211
2022,MINI,John Cooper Works Clubman ALL4,Z,210
2022,MINI,John Cooper Works Convertible,Z,198
2022,MINI,John Cooper Works Countryman ALL4,Z,210
2022,Mitsubishi,Eclipse Cross 4WD,X,216
2022,Mitsubishi,Mirage,X,143
2022,Mitsubishi,Mirage,X,151
2022,Mitsubishi,Outlander 4WD,X,208
2022,Mitsubishi,RVR,X,206
2022,Mitsubishi,RVR 4WD,X,213
2022,Mitsubishi,RVR 4WD,X,218
2022,Nissan,Altima AWD,X,186
2022,Nissan,Altima AWD SR/Platinum,X,190
2022,Nissan,Armada 4WD,Z,362
2022,Nissan,Frontier,X,266
2022,Nissan,Frontier 4WD,X,288
2022,Nissan,Kicks,X,169
2022,Nissan,Maxima,Z,233
2022,Nissan,Murano AWD,X,245
2022,Nissan,Pathfinder 4WD,X,246
2022,Nissan,Qashqai,X,188
2022,Nissan,Qashqai,X,213
2022,Nissan,Qashqai AWD,X,196
2022,Nissan,Rogue,X,169
2022,Nissan,Rogue,X,190
2022,Nissan,Rogue AWD,X,179
2022,Nissan,Rogue AWD SL/Platinum,X,181
2022,Nissan,Rogue AWD,X,195
2022,Nissan,Sentra,X,167
2022,Nissan,Sentra SR,X,171
2022,Nissan,Sentra,X,185
2022,Nissan,Sentra SR,X,189
2022,Nissan,Versa,X,158
2022,Nissan,Versa,X,181
2022,Porsche,718 Boxster,Z,233
2022,Porsche,718 Boxster,Z,245
2022,Porsche,718 Boxster T,Z,236
2022,Porsche,718 Boxster T,Z,245
2022,Porsche,718 Boxster S,Z,255
2022,Porsche,718 Boxster S,Z,263
2022,Porsche,718 Boxster GTS 4.0,Z,260
2022,Porsche,718 Boxster GTS 4.0,Z,284
2022,Porsche,718 Cayman,Z,233
2022,Porsche,718 Cayman,Z,245
2022,Porsche,718 Cayman T,Z,236
2022,Porsche,718 Cayman T,Z,245
2022,Porsche,718 Cayman S,Z,255
2022,Porsche,718 Cayman S,Z,263
2022,Porsche,718 Cayman GT4,Z,271
2022,Porsche,718 Cayman GT4,Z,286
2022,Porsche,718 Cayman GTS 4.0,Z,260
2022,Porsche,718 Cayman GTS 4.0,Z,284
2022,Porsche,718 Spyder,Z,271
2022,Porsche,718 Spyder,Z,286
2022,Porsche,911 Carrera,Z,275
2022,Porsche,911 Carrera Cabriolet,Z,275
2022,Porsche,911 Carrera 4,Z,275
2022,Porsche,911 Carrera 4 Cabriolet,Z,275
2022,Porsche,911 Carrera S,Z,274
2022,Porsche,911 Carrera S,Z,264
2022,Porsche,911 Carrera S Cabriolet,Z,273
2022,Porsche,911 Carrera S Cabriolet,Z,275
2022,Porsche,911 Carrera 4S,Z,275
2022,Porsche,911 Carrera 4S,Z,275
2022,Porsche,911 Carrera 4S Cabriolet,Z,273
2022,Porsche,911 Carrera 4S Cabriolet,Z,281
2022,Porsche,911 Carrera GTS,Z,289
2022,Porsche,911 Carrera GTS,Z,276
2022,Porsche,911 Carrera GTS Cabriolet,Z,289
2022,Porsche,911 Carrera GTS Cabriolet,Z,278
2022,Porsche,911 Carrera 4 GTS,Z,288
2022,Porsche,911 Carrera 4 GTS,Z,289
2022,Porsche,911 Carrera 4 GTS Cabriolet,Z,288
2022,Porsche,911 Carrera 4 GTS Cabriolet,Z,296
2022,Porsche,911 GT3,Z,334
2022,Porsche,911 GT3,Z,355
2022,Porsche,911 GT3 Touring,Z,335
2022,Porsche,911 GT3 Touring,Z,354
2022,Porsche,911 Targa 4,Z,275
2022,Porsche,911 Targa 4S,Z,274
2022,Porsche,911 Targa 4S,Z,278
2022,Porsche,911 Targa 4 GTS,Z,287
2022,Porsche,911 Targa 4 GTS,Z,296
2022,Porsche,911 Turbo,Z,321
2022,Porsche,911 Turbo Cabriolet,Z,324
2022,Porsche,911 Turbo S,Z,321
2022,Porsche,911 Turbo S Cabriolet,Z,328
2022,Porsche,Cayenne,Z,289
2022,Porsche,Cayenne Coupe,Z,289
2022,Porsche,Cayenne S,Z,307
2022,Porsche,Cayenne S Coupe,Z,305
2022,Porsche,Cayenne GTS,Z,331
2022,Porsche,Cayenne GTS Coupe,Z,326
2022,Porsche,Cayenne Turbo,Z,343
2022,Porsche,Cayenne Turbo Coupe,Z,330
2022,Porsche,Cayenne Turbo GT,Z,345
2022,Porsche,Macan,Z,263
2022,Porsche,Macan S,Z,289
2022,Porsche,Macan GTS,Z,290
2022,Porsche,Panamera,Z,274
2022,Porsche,Panamera 4,Z,274
2022,Porsche,Panamera 4 Executive,Z,289
2022,Porsche,Panamera 4 ST,Z,274
2022,Porsche,Panamera 4S,Z,276
2022,Porsche,Panamera 4S Executive,Z,292
2022,Porsche,Panamera 4S ST,Z,292
2022,Porsche,Panamera GTS,Z,323
2022,Porsche,Panamera GTS ST,Z,323
2022,Porsche,Panamera Turbo S,Z,326
2022,Porsche,Panamera Turbo S Executive,Z,326
2022,Porsche,Panamera Turbo S ST,Z,326
2022,Ram,1500 EcoDiesel,D,243
2022,Ram,1500 HFE EcoDiesel,D,238
2022,Ram,1500 eTorque,X,253
2022,Ram,1500 HFE eTorque,X,245
2022,Ram,1500,X,320
2022,Ram,1500 eTorque,X,275
2022,Ram,1500 4X4 EcoDiesel,D,260
2022,Ram,1500 4X4 eTorque,X,260
2022,Ram,1500 4X4,X,325
2022,Ram,1500 4X4 eTorque,X,284
2022,Ram,1500 4X4 TRX,Z,465
2022,Ram,1500 Classic,X,280
2022,Ram,1500 Classic,X,323
2022,Ram,1500 Classic 4X4,X,295
2022,Ram,1500 Classic 4X4,X,330
2022,Ram,ProMaster City,X,232
2022,Rolls-Royce,Cullinan,Z,386
2022,Rolls-Royce,Cullinan Black Badge,Z,386
2022,Rolls-Royce,Ghost,Z,387
2022,Rolls-Royce,Ghost Black Badge,Z,387
2022,Rolls-Royce,Ghost EWB,Z,387
2022,Rolls-Royce,Phantom,Z,382
2022,Rolls-Royce,Phantom EWB,Z,382
2022,Subaru,Ascent AWD,X,245
2022,Subaru,BRZ,Z,224
2022,Subaru,BRZ,Z,247
2022,Subaru,Crosstrek AWD,X,184
2022,Subaru,Crosstrek AWD,X,220
2022,Subaru,Crosstrek AWD,X,188
2022,Subaru,Forester AWD,X,192
2022,Subaru,Forester Wilderness AWD,X,210
2022,Subaru,Impreza 4-Door AWD,X,174
2022,Subaru,Impreza 4-Door AWD,X,209
2022,Subaru,Impreza 5-Door AWD,X,178
2022,Subaru,Impreza 5-Door AWD,X,211
2022,Subaru,Legacy AWD,X,205
2022,Subaru,Legacy AWD,X,184
2022,Subaru,Outback AWD,X,213
2022,Subaru,Outback AWD,X,192
2022,Subaru,Outback Wilderness AWD,X,235
2022,Subaru,WRX AWD,Z,262
2022,Subaru,WRX AWD,Z,254
2022,Toyota,4Runner 4WD,X,323
2022,Toyota,4Runner 4WD (Part-Time 4WD),X,321
2022,Toyota,C-HR,X,189
2022,Toyota,Camry LE/SE,X,174
2022,Toyota,Camry XSE,X,178
2022,Toyota,Camry XSE V6,X,215
2022,Toyota,Camry TRD,X,220
2022,Toyota,Camry AWD SE,X,192
2022,Toyota,Camry AWD XSE,X,195
2022,Toyota,Camry Hybrid LE,X,113
2022,Toyota,Camry Hybrid SE/XLE/XSE,X,121
2022,Toyota,Corolla,X,166
2022,Toyota,Corolla XLE,X,170
2022,Toyota,Corolla,X,165
2022,Toyota,Corolla,X,159
2022,Toyota,Corolla XSE,X,164
2022,Toyota,Corolla,X,172
2022,Toyota,Corolla Apex Edition,X,164
2022,Toyota,Corolla Hatchback,X,159
2022,Toyota,Corolla Hatchback,X,179
2022,Toyota,Corolla Hybrid,X,106
2022,Toyota,Corolla Cross,X,171
2022,Toyota,Corolla Cross AWD,X,182
2022,Toyota,GR 86,Z,224
2022,Toyota,GR 86,Z,246
2022,Toyota,GR Supra 2.0,Z,195
2022,Toyota,GR Supra 3.0,Z,218
2022,Toyota,Highlander AWD,X,241
2022,Toyota,Highlander Hybrid AWD,X,158
2022,Toyota,Highlander Hybrid AWD Limited/Platinum,X,156
2022,Toyota,Prius,X,106
2022,Toyota,Prius AWD,X,111
2022,Toyota,RAV4,X,184
2022,Toyota,RAV4 (Stop/Start),X,180
2022,Toyota,RAV4 AWD,X,198
2022,Toyota,RAV4 AWD (Stop/Start),X,187
2022,Toyota,RAV4 AWD LE,X,184
2022,Toyota,RAV4 AWD TRD Off-Road,X,200
2022,Toyota,RAV4 Hybrid AWD,X,140
2022,Toyota,Sequoia 4WD,X,385
2022,Toyota,Sienna,X,154
2022,Toyota,Sienna AWD,X,158
2022,Toyota,Tacoma 4WD,X,278
2022,Toyota,Tacoma 4WD,X,299
2022,Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,X,300
2022,Toyota,Tundra,X,277
2022,Toyota,Tundra 4WD,X,285
2022,Toyota,Tundra 4WD TRD,X,286
2022,Toyota,Tundra Hybrid 4WD,X,274
2022,Toyota,Tundra Hybrid 4WD TRD PRO,X,277
2022,Toyota,Venza AWD,X,142
2022,Volkswagen,Atlas 4MOTION,X,249
2022,Volkswagen,Atlas 4MOTION,X,286
2022,Volkswagen,Atlas Cross Sport 4MOTION,X,252
2022,Volkswagen,Atlas Cross Sport 4MOTION,X,275
2022,Volkswagen,Golf GTI,X,194
2022,Volkswagen,Golf GTI,X,198
2022,Volkswagen,Golf R,Z,213
2022,Volkswagen,Golf R,Z,237
2022,Volkswagen,Jetta,X,159
2022,Volkswagen,Jetta SE/SEL,X,167
2022,Volkswagen,Jetta,X,161
2022,Volkswagen,Jetta GLI,X,185
2022,Volkswagen,Jetta GLI,X,186
2022,Volkswagen,Passat,X,196
2022,Volkswagen,Taos,X,178
2022,Volkswagen,Taos 4MOTION,X,200
2022,Volkswagen,Tiguan 4MOTION,X,222
2022,Volkswagen,Tiguan R-Line 4MOTION,X,229
2022,Volvo,S60 B5,Z,186
2022,Volvo,S60 B5 AWD,Z,193
2022,Volvo,S90 B6 AWD,Z,212
2022,Volvo,V60 T6 AWD,Z,224
2022,Volvo,V60 CC T5 AWD,Z,221
2022,Volvo,V90 CC B6 AWD,Z,222
2022,Volvo,XC40 T4 AWD,X,217
2022,Volvo,XC40 T5 AWD,Z,219
2022,Volvo,XC60 B5 AWD,Z,219
2022,Volvo,XC60 B6 AWD,Z,232
2022,Volvo,XC90 T5 AWD,Z,236
2022,Volvo,XC90 T6 AWD,Z,252
